id,text,label,priority
1258,Phòng 207 bị bảo vệ kiểm tra vệ sinh đột xuất.,vệ sinh,normal
1259,Ổ cắm phòng KSSV-236 phát ra tia lửa.,điện,high
1260,Đèn trong phòng kssv-342 bị cháy.,điện,normal
1261,Phòng KSSV-471 không có nước từ từ hôm qua.,nước,high
1262,"Chất thải rắn bị vứt vào toilet, gây tắc nghẽn.",vệ sinh,normal
1263,Vòi nước phòng KSSV-622 bị rò rỉ.,nước,high
1264,Phòng kssv-533 có rác chưa dọn.,vệ sinh,normal
1265,Có người lạ đi lại gần phòng kssv-579 tối qua.,khác,normal
1266,Đèn học phòng kssv-198 bị hỏng.,thiết bị,normal
1267,Điều hòa phòng kssv-256 bị hỏng.,thiết bị,normal
1268,Cần bổ sung rèm cửa cho phòng KSSV-108.,khác,normal
1269,Internet khu vực KSSV-658 mất tín hiệu.,internet,normal
1270,Lỗi cổng ra vào KTX bị hỏng cảm biến tự động.,thiết bị,normal
1271,Internet khu vực KSSV-180 mất tín hiệu.,internet,normal
1272,Vòi nước phòng KSSV-278 bị rò rỉ.,nước,high
1273,Đèn học phòng KSSV-433 bị hỏng.,thiết bị,normal
1274,"Lỗi cống thoát nước sân sau bị tắc, nước đọng lâu ngày.",vệ sinh,normal
1275,Lỗi mạng không thể phát trực tiếp (livestream) trên các nền tảng xã hội.,internet,normal
1276,Wi-Fi phòng kssv-547 không kết nối được.,internet,normal
1277,Mùi hôi từ khu vệ sinh gần phòng KSSV-203 rất khó chịu.,vệ sinh,normal
1278,Ổ cắm phòng KSSV-629 phát ra tia lửa.,điện,high
1279,Quạt phòng KSSV-364 không quay.,thiết bị,normal
1280,Vòi nước phòng KSSV-425 bị rò rỉ.,nước,high
1281,Phòng kssv-179 bị mất đồ cá nhân.,khác,high
1282,Ổ cắm phòng kssv-307 phát ra tia lửa.,điện,high
1283,"Ống nước tầng 2 bị vỡ, ảnh hưởng khu vực KSSV-152.",nước,urgent
1284,Nước chảy yếu ở nhà tắm kssv-588.,nước,normal
1285,Phòng kssv-345 không có nước.,nước,high
1286,"Phòng 205 báo cáo bình nóng lạnh bị rò điện ra vỏ kim loại, rất nguy hiểm khi chạm vào.",điện,high
1287,Không vào được mạng ở phòng kssv-499.,internet,normal
1288,Vòi nước phòng KSSV-506 bị rò rỉ.,nước,high
1289,Ghế đá ở sân KTX bị đổ vỡ.,khác,normal
1290,Điều hòa phòng KSSV-106 bị hỏng.,thiết bị,normal
1291,Tín hiệu WiFi ở khu vực ban công không có sóng.,internet,normal
1292,Báo cáo tiếng kêu lạ và tiếng nổ nhỏ từ hộp điện tổng tầng 2.,điện,normal
1293,Phòng KSSV-314 bị mất đồ cá nhân.,khác,high
1294,Quạt phòng kssv-467 không quay.,thiết bị,normal
1295,Điều hòa phòng kssv-623 bị hỏng.,thiết bị,normal
1296,Mùi hôi từ khu vệ sinh gần phòng KSSV-411 rất khó chịu.,vệ sinh,normal
1297,Phòng 306 báo cáo hệ thống điện chập chờn khi có tiếng mưa.,điện,normal
1298,Phòng kssv-564 bị mất đồ cá nhân.,khác,high
1299,Cống thoát nước phòng KSSV-502 bị nghẹt.,vệ sinh,normal
1300,Lỗi hệ thống chiếu sáng khu vực nhà xe bị hỏng toàn bộ.,điện,high
1301,Bảng điện hành lang gần KSSV-690 nhảy aptomat liên tục.,điện,high
1302,"Phòng 401 báo cáo toilet bị tắc nghiêm trọng, nước dâng lên không xả được.",nước,high
1303,Có người lạ đi lại gần phòng kssv-646 tối qua.,khác,normal
1304,Mùi hôi từ nhà vệ sinh kssv-458 rất khó chịu.,vệ sinh,normal
1305,Đèn học phòng kssv-268 bị hỏng.,thiết bị,normal
1306,Phòng KSSV-665 bị mất đồ cá nhân.,khác,high
1307,"Báo cáo công tắc quạt trần phòng 302 bị lỏng, khó điều khiển.",điện,normal
1308,Quạt phòng kssv-358 không quay.,thiết bị,normal
1309,Báo cáo dây cáp mạng bị chuột cắn đứt ở phòng 603.,internet,normal
1310,Quạt phòng KSSV-529 không quay.,thiết bị,normal
1311,Lỗi máy bán hàng tự động bị kẹt tiền và không trả hàng.,thiết bị,normal
1312,Wi-Fi phòng kssv-165 không kết nối được.,internet,normal
1313,Phòng KSSV-223 có rác chưa dọn.,vệ sinh,normal
1314,Điều hòa phòng kssv-659 bị hỏng.,thiết bị,normal
1315,Mùi hôi từ khu vệ sinh gần phòng KSSV-466 rất khó chịu.,vệ sinh,normal
1316,Thùng rác khu sinh viên gần KSSV-521 đầy tràn.,vệ sinh,normal
1317,Mùi hôi từ khu vệ sinh gần phòng KSSV-236 rất khó chịu.,vệ sinh,normal
1318,Wi-Fi phòng KSSV-246 không kết nối được.,internet,normal
1319,Ống thoát nước ở ban công bị tắc do giấy vệ sinh.,vệ sinh,normal
1320,Điều hòa phòng kssv-188 bị hỏng.,thiết bị,normal
1321,Phòng em bị sinh viên khác lấy trộm đồ ăn trong tủ lạnh chung.,khác,normal
1322,Điện phòng kssv-216 chập chờn khi bật điều hòa.,điện,normal
1323,Ổ điện bàn học phòng KSSV-252 không hoạt động.,thiết bị,normal
1324,Ổ điện bàn học phòng KSSV-235 không hoạt động.,thiết bị,normal
1325,"Router tầng 1 bị lỗi, phòng KSSV-564 không vào mạng.",internet,normal
1326,Quạt phòng kssv-680 không quay.,thiết bị,normal
1327,Phòng 404 bị lập biên bản vì tự ý lắp thêm khóa cửa.,khác,normal
1328,"Báo cáo xe máy đậu sai quy định, chắn lối đi chung.",khác,normal
1329,"Lỗi hộp điều khiển điện của phòng 308 bị ẩm, có nước chảy vào.",điện,normal
1330,Cống thoát nước phòng KSSV-502 bị nghẹt.,vệ sinh,normal
1331,Đèn học phòng kssv-665 bị hỏng.,thiết bị,normal
1332,Điều hòa phòng KSSV-236 bị hỏng.,thiết bị,normal
1333,Lỗi công tắc hẹn giờ cho bình nóng lạnh chung bị sai giờ.,điện,normal
1334,Phòng kssv-657 có rác chưa dọn.,vệ sinh,normal
1335,"Tốc độ Internet quá chậm, không thể vào được cổng thông tin của trường.",internet,normal
1336,Phòng kssv-177 mất điện từ tối qua.,điện,high
1337,Không vào được mạng tại phòng KSSV-621.,internet,normal
1338,Điều hòa phòng kssv-162 bị hỏng.,thiết bị,normal
1339,Cống thoát nước phòng KSSV-380 bị nghẹt.,vệ sinh,normal
1340,"Lỗi thùng thư bị hỏng khóa, thư từ bị rơi ra ngoài.",khác,normal
1341,Nước trong bồn rửa phòng kssv-536 bị tắc.,nước,normal
1342,"Thùng rác chung bị vỡ nắp, rác thải bay ra ngoài.",vệ sinh,normal
1343,Wi-Fi phòng KSSV-416 không kết nối được.,internet,normal
1344,Lỗi nước rửa tay ở căn tin bị hết.,vệ sinh,normal
1345,"Ống nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-193.",nước,urgent
1346,Phòng KSSV-408 mất điện từ sáng nay.,điện,high
1347,Không vào được mạng tại phòng KSSV-485.,internet,normal
1348,Có người lạ đi lại gần phòng kssv-661 tối qua.,khác,normal
1349,Nước nóng không hoạt động ở khu nhà tắm tập thể khu B.,nước,normal
1350,Vòi nước phòng kssv-507 bị rò rỉ.,nước,high
1351,Nước trong bồn rửa phòng KSSV-256 bị tắc.,nước,normal
1352,"Phòng 101 báo cáo tín hiệu WiFi cực yếu, chỉ có 1 vạch dù ngồi sát cục phát.",internet,normal
1353,Điện tại phòng KSSV-165 chập chờn khi bật điều hòa.,điện,normal
1354,Thùng rác khu sinh viên gần KSSV-172 đầy tràn.,vệ sinh,normal
1355,Cần bổ sung rèm cửa cho phòng kssv-454.,khác,normal
1356,Phòng kssv-468 có rác chưa dọn.,vệ sinh,normal
1357,Mái che hành lang tầng 5 bị dột nặng khi mưa.,thiết bị,normal
1358,Cổng mạng LAN bị hỏng do tự ý tháo lắp.,internet,normal
1359,Đèn học phòng KSSV-180 bị hỏng.,thiết bị,normal
1360,Điều hòa phòng KSSV-116 bị hỏng.,thiết bị,normal
1361,Lỗi cống thoát nước tầng 5 bị tắc do sinh viên xả tóc.,nước,normal
1362,Quạt phòng kssv-588 không quay.,thiết bị,normal
1363,Phòng KSSV-237 có côn trùng bay vào thường xuyên.,khác,normal
1364,Phòng KSSV-299 có côn trùng bay vào thường xuyên.,khác,normal
1365,Mùi hôi từ nhà vệ sinh kssv-457 rất khó chịu.,vệ sinh,normal
1366,Lỗi công tắc nguồn tủ lạnh chung bị cháy.,thiết bị,high
1367,Nước trong bồn rửa phòng KSSV-218 bị tắc.,nước,normal
1368,Ổ cắm phòng KSSV-129 phát ra tia lửa.,điện,high
1369,Phòng kssv-554 mất điện từ tối qua.,điện,high
1370,Phòng 507 bị phạt vì hút thuốc trong phòng.,khác,normal
1371,Phòng kssv-607 có rác chưa dọn.,vệ sinh,normal
1372,Mùi hôi từ nhà vệ sinh kssv-238 rất khó chịu.,vệ sinh,normal
1373,Vòi nước phòng KSSV-317 bị rò rỉ.,nước,high
1374,Lỗi mạng bị ngắt khi tải xuống file có dung lượng trên 1GB.,internet,normal
1375,Phòng KSSV-207 có côn trùng bay vào thường xuyên.,khác,normal
1376,Vòi nước phòng kssv-375 bị rò rỉ.,nước,high
1377,"Đèn chiếu sáng khu vực sân sau bị hỏng, rất tối.",khác,normal
1378,Đèn học phòng kssv-561 bị hỏng.,thiết bị,high
1379,Có tiếng ồn lớn từ phòng KSSV-676 vào chiều nay.,khác,normal
1380,Đèn học phòng kssv-665 bị hỏng.,thiết bị,normal
1381,Phòng 502 bị thấm dột nước mưa qua trần nhà.,nước,normal
1382,Phòng kssv-267 bị mất đồ cá nhân.,khác,high
1383,Có tiếng ồn lớn từ phòng kssv-446 ban đêm.,khác,normal
1384,Nước chảy yếu ở nhà tắm kssv-126.,nước,normal
1385,Ổ cắm phòng KSSV-376 phát ra tia lửa.,điện,high
1386,"Ống nước tầng 3 bị vỡ, ảnh hưởng khu vực KSSV-643.",nước,urgent
1387,Báo cáo cống thoát nước ở khu vực nhà xe bị tắc do lá cây và đất đá.,nước,normal
1388,Phòng kssv-641 bị mất đồ cá nhân.,khác,high
1389,Rác thải xây dựng bị vứt bừa bãi sau khu nhà A.,vệ sinh,normal
1390,Điện phòng kssv-646 chập chờn khi bật điều hòa.,điện,high
1391,Cần can thiệp khi có người lạ vào KTX phát tờ rơi.,khác,normal
1392,Điện phòng kssv-323 chập chờn khi bật điều hòa.,điện,normal
1393,Ổ cắm phòng KSSV-318 phát ra tia lửa.,điện,high
1394,Quạt phòng kssv-687 không quay.,thiết bị,normal
1395,"Ống nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-198.",nước,urgent
1396,Ổ cắm phòng KSSV-668 phát ra tia lửa.,điện,high
1397,Không vào được mạng ở phòng kssv-468.,internet,normal
1398,Ổ điện bàn học kssv-492 không hoạt động.,thiết bị,normal
1399,Ổ điện bàn học phòng KSSV-252 không hoạt động.,thiết bị,normal
1400,Nước chảy yếu ở nhà tắm gần phòng KSSV-150.,nước,normal
1401,Ổ điện bàn học kssv-372 không hoạt động.,thiết bị,normal
1402,Lỗi cửa kính sảnh bị bẩn do dấu vân tay và bụi.,vệ sinh,normal
1403,"Màng lọc điều hòa phòng 705 bị bẩn nghiêm trọng, cần vệ sinh gấp.",thiết bị,normal
1404,Không vào được mạng tại phòng KSSV-520.,internet,normal
1405,"Nước thải từ khu bếp chung bị tắc, không thoát được gây mùi hôi thối.",nước,normal
1406,Nước chảy yếu ở nhà tắm kssv-632.,nước,normal
1407,Lỗi sàn nhà hành lang bị dính vết bẩn cứng đầu.,vệ sinh,normal
1408,Báo cáo tốc độ tải lên/tải xuống bị giới hạn quá thấp vào giờ học.,internet,normal
1409,Đèn học phòng KSSV-468 bị hỏng.,thiết bị,normal
1410,Mùi hôi từ khu vệ sinh gần phòng KSSV-651 rất khó chịu.,vệ sinh,normal
1411,"Lỗi chốt cửa tầng trệt bị hỏng, cửa mở toang.",khác,normal
1412,Ổ điện bàn học kssv-533 không hoạt động.,thiết bị,normal
1413,Phòng KSSV-323 bị mất đồ cá nhân.,khác,high
1414,Cần bổ sung rèm cửa cho phòng KSSV-226.,khác,normal
1415,Quạt phòng kssv-560 không quay.,thiết bị,normal
1416,Quạt phòng kssv-633 không quay.,thiết bị,normal
1417,Vòi nước nhà tắm chung tầng 5 bị gãy hoàn toàn.,nước,normal
1418,Cổng mạng LAN phòng 105 bị hỏng chân cắm.,internet,normal
1419,Lỗi móc khóa tủ giày chung bị gãy.,thiết bị,normal
1420,Ổ điện bàn học kssv-208 không hoạt động.,thiết bị,normal
1421,"Gián và chuột xuất hiện trong phòng 101, đề nghị diệt côn trùng khẩn cấp.",vệ sinh,normal
1422,Phòng KSSV-361 có côn trùng bay vào thường xuyên.,khác,normal
1423,Khu sinh viên khu vực phòng KSSV-316 mất điện toàn bộ.,điện,high
1424,Quạt phòng KSSV-510 không quay.,thiết bị,normal
1425,"Nước thải từ căn tin chảy thẳng ra khu vực sân, gây ô nhiễm mùi.",vệ sinh,normal
1426,Phòng kssv-117 không có nước.,nước,high
1427,Có người lạ đi lại gần phòng kssv-228 tối qua.,khác,normal
1428,Quạt phòng KSSV-354 không quay.,thiết bị,normal
1429,Phòng KSSV-386 có rác chưa dọn.,vệ sinh,normal
1430,Đèn học phòng kssv-117 bị hỏng.,thiết bị,normal
1431,Nước chảy yếu ở nhà tắm gần phòng KSSV-517.,nước,normal
1432,Vòi nước phòng kssv-481 bị rò rỉ.,nước,high
1433,Quạt phòng KSSV-368 không quay.,thiết bị,normal
1434,Cần bổ sung rèm cửa cho phòng kssv-369.,khác,normal
1435,Nước chảy yếu ở nhà tắm kssv-647.,nước,normal
1436,Báo cáo bồn rửa tay bị ố vàng và có cặn xà phòng.,vệ sinh,normal
1437,Ổ cắm phòng kssv-507 phát ra tia lửa.,điện,high
1438,Phòng kssv-451 bị mất đồ cá nhân.,khác,high
1439,"Lỗi khóa từ cửa ra vào bị hỏng pin/cảm biến, không nhận thẻ.",thiết bị,high
1440,Nước chảy yếu ở nhà tắm gần phòng KSSV-674.,nước,normal
1441,Phòng kssv-458 không có nước.,nước,high
1442,Phòng KSSV-656 có rác chưa dọn.,vệ sinh,normal
1443,Có tiếng ồn lớn từ phòng KSSV-263 vào từ tối qua.,khác,normal
1444,Phòng 202 báo cáo chuột cắn dây điện trong phòng.,khác,normal
1445,Báo cáo chuông báo cháy khu vực bếp chung bị hỏng.,thiết bị,normal
1446,Lỗi van khóa nước tổng khu vực nhà vệ sinh công cộng bị kẹt cứng.,nước,normal
1447,Điều hòa phòng KSSV-699 bị hỏng.,thiết bị,normal
1448,Vòi nước ở khu vực giặt giũ chung bị mất đầu phun.,nước,normal
1449,Cần kiểm tra cáp quang chính khu nhà C bị lỗi tốc độ.,internet,normal
1450,Khu sinh viên khu vực phòng KSSV-653 mất điện toàn bộ.,điện,high
1451,Có người lạ đi lại gần khu phòng KSSV-594 vào sáng nay.,khác,normal
1452,"Lỗi router tầng 6 bị hỏng, không có đèn báo nguồn sáng.",internet,normal
1453,Khu sinh viên khu vực phòng KSSV-510 mất điện toàn bộ.,điện,high
1454,Nước trong bồn rửa phòng kssv-350 bị tắc.,nước,normal
1455,Mùi hôi từ khu vệ sinh gần phòng KSSV-555 rất khó chịu.,vệ sinh,normal
1456,Internet khu vực KSSV-562 mất tín hiệu.,internet,normal
1457,Báo cáo rêu xanh bám vào vòi nước và bồn rửa tay chung.,vệ sinh,normal
1458,Phòng KSSV-362 có rác chưa dọn.,vệ sinh,normal
1459,Điện phòng kssv-500 chập chờn khi bật điều hòa.,điện,high
1460,Điều hòa phòng 509 phát ra mùi khét và không làm lạnh.,thiết bị,high
1461,Mùi hôi từ nhà vệ sinh kssv-186 rất khó chịu.,vệ sinh,normal
1462,Nước trong bồn rửa phòng kssv-495 bị tắc.,nước,normal
1463,Lỗi bảng điều khiển thang máy bị hỏng nút bấm.,khác,normal
1464,Không vào được mạng ở phòng kssv-261.,internet,normal
1465,Cần bổ sung rèm cửa cho phòng KSSV-300.,khác,normal
1466,Ổ cắm phòng kssv-252 phát ra tia lửa.,điện,high
1467,Phòng KSSV-566 bị mất đồ cá nhân.,khác,high
1468,Lỗi tốc độ mạng không đủ để xem video HD trên các trang web.,internet,normal
1469,Điều hòa phòng kssv-441 bị hỏng.,thiết bị,normal
1470,Có người lạ đi lại gần khu phòng KSSV-251 vào chiều nay.,khác,normal
1471,Quạt phòng kssv-687 không quay.,thiết bị,normal
1472,Đèn nhà vệ sinh phòng 308 bị chớp tắt liên tục gây mỏi mắt.,điện,normal
1473,Nước trong bồn rửa phòng KSSV-285 bị tắc.,nước,normal
1474,Lỗi nước rửa tay ở căn tin bị pha loãng quá mức.,vệ sinh,normal
1475,"Dây điện từ tường bị bong tróc thạch cao, có nguy cơ hở.",điện,normal
1476,Bảng điện hành lang gần KSSV-470 nhảy aptomat liên tục.,điện,high
1477,Ống nước tầng 3 kssv bị vỡ.,nước,urgent
1478,Phòng kssv-133 bị mất đồ cá nhân.,khác,high
1479,Báo cáo nước sinh hoạt bị ngắt không báo trước vào giờ ăn trưa.,nước,normal
1480,Vòi nước phòng KSSV-518 bị rò rỉ.,nước,high
1481,Ổ cắm phòng kssv-367 phát ra tia lửa.,điện,high
1482,Nước chảy yếu ở nhà tắm gần phòng KSSV-438.,nước,normal
1483,Đèn trong phòng kssv-237 bị cháy.,điện,normal
1484,Quạt phòng kssv-331 không quay.,thiết bị,normal
1485,Báo cáo sinh viên bị đánh ở khu vực sân KTX.,khác,normal
1486,Cần sửa chữa gấp vòi sen nhà tắm phòng 209 bị rỉ sét và phun nước lung tung.,nước,normal
1487,Ổ cắm phòng kssv-358 phát ra tia lửa.,điện,high
1488,Khu sinh viên khu vực phòng KSSV-173 mất điện toàn bộ.,điện,high
1489,Điều hòa phòng kssv-581 bị hỏng.,thiết bị,normal
1490,"Đề nghị thay thế bóng đèn cũ, đã quá tối ở khu vực cầu thang bộ.",điện,normal
1491,Có tiếng ồn lớn từ phòng KSSV-481 vào đêm qua.,khác,normal
1492,Khu sinh viên khu vực phòng KSSV-152 mất điện toàn bộ.,điện,high
1493,Phòng KSSV-421 bị mất đồ cá nhân.,khác,high
1494,"Cần kiểm tra đồng hồ điện phòng 404, có vẻ chạy nhanh hơn bình thường.",điện,normal
1495,Lỗi mạng bị chậm khi xem YouTube ở chất lượng 4K.,internet,normal
1496,"Phòng 310 bị mất điện cục bộ, các phòng khác vẫn có điện.",điện,high
1497,Thùng rác khu sinh viên gần KSSV-239 đầy tràn.,vệ sinh,normal
1498,Đèn học phòng KSSV-168 bị hỏng.,thiết bị,normal
1499,Vòi nước phòng KSSV-354 bị rò rỉ.,nước,normal
1500,"Ống nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-536.",nước,high
1501,Phòng kssv-558 không có nước.,nước,high
1502,Phòng KSSV-471 mất điện từ trưa nay.,điện,high
1503,Bảng thông báo ở sảnh KTX bị rơi xuống sàn.,thiết bị,normal
1504,Đề nghị kiểm tra bộ lọc nước ở khu vực căn tin bị bẩn.,nước,normal
1505,Phòng KSSV-430 có rác chưa dọn.,vệ sinh,normal
1506,Phòng KSSV-263 mất điện từ từ tối qua.,điện,high
1507,Phòng em muốn kiểm tra lịch sử truy cập mạng vì nghi bị tấn công.,internet,normal
1508,Nước chảy yếu ở nhà tắm gần phòng KSSV-180.,nước,normal
1509,Đèn học phòng kssv-140 bị hỏng.,thiết bị,normal
1510,Điện phòng kssv-369 chập chờn khi bật điều hòa.,điện,normal
1511,Báo cáo tốc độ tải lên bị chặn (upload) xuống mức rất thấp.,internet,normal
1512,Điện tại phòng KSSV-105 chập chờn khi bật điều hòa.,điện,high
1513,Phòng 112 báo cáo có mùi khét từ hộp điện tổng ngoài hành lang.,điện,normal
1514,Báo cáo nước sinh hoạt có cặn trắng và rêu xanh bám vào vòi.,vệ sinh,normal
1515,Có tiếng ồn lớn từ phòng KSSV-415 vào từ sáng nay.,khác,normal
1516,Cống thoát nước phòng KSSV-155 bị nghẹt.,vệ sinh,normal
1517,Có tiếng ồn lớn từ phòng kssv-159 ban đêm.,khác,normal
1518,Phòng KSSV-128 có rác chưa dọn.,vệ sinh,normal
1519,Đèn trong phòng kssv-357 bị cháy.,điện,normal
1520,Điện phòng kssv-542 chập chờn khi bật điều hòa.,điện,high
1521,Phòng kssv-426 mất điện từ tối qua.,điện,high
1522,Nước trong bồn rửa phòng kssv-656 bị tắc.,nước,normal
1523,Khu sinh viên khu vực phòng KSSV-145 mất điện toàn bộ.,điện,high
1524,Phòng KSSV-320 có côn trùng bay vào thường xuyên.,khác,normal
1525,Quạt phòng KSSV-533 không quay.,thiết bị,normal
1526,"Lỗi cây xanh bị gãy cành, rơi trúng xe đạp ở nhà xe.",khác,normal
1527,Đèn trong phòng kssv-508 bị cháy.,điện,normal
1528,Phòng kssv-671 không có nước.,nước,high
1529,Có tiếng ồn lớn từ phòng KSSV-191 vào từ sáng nay.,khác,normal
1530,"Lỗi cửa ra vào bị sệ, cạ mạnh vào nền nhà gây khó khăn khi mở.",thiết bị,normal
1531,Vòi nước phòng kssv-173 bị rò rỉ.,nước,high
1532,Nước trong bồn rửa phòng kssv-537 bị tắc.,nước,normal
1533,Phòng KSSV-168 bị mất đồ cá nhân.,khác,high
1534,Phòng 101 báo cáo đồng hồ nước bị mất nắp bảo vệ.,nước,normal
1535,Mùi hôi từ nhà vệ sinh kssv-608 rất khó chịu.,vệ sinh,normal
1536,"Bảng thông báo chung bị nghiêng, có nguy cơ rơi xuống.",thiết bị,normal
1537,Ổ điện bàn học kssv-666 không hoạt động.,thiết bị,normal
1538,"Cần sửa chữa công tắc đèn ngủ bị lỏng, đèn chớp tắt.",điện,normal
1539,Bảng điện hành lang gần KSSV-598 nhảy aptomat liên tục.,điện,high
1540,Báo cháy giả bị kích hoạt do sinh viên xịt khử mùi.,khác,normal
1541,Cần sửa chữa ống thoát nước của máy giặt chung bị vỡ.,thiết bị,normal
1542,Mùi hôi từ khu vệ sinh gần phòng KSSV-119 rất khó chịu.,vệ sinh,normal
1543,Wi-Fi phòng KSSV-663 không kết nối được.,internet,normal
1544,Nước chảy yếu ở nhà tắm kssv-242.,nước,normal
1545,Đèn học phòng KSSV-666 bị hỏng.,thiết bị,normal
1546,Phòng 610 bị lập biên bản vì có khách ở lại qua đêm trái phép.,khác,normal
1547,Đèn trong phòng kssv-465 bị cháy.,điện,normal
1548,Phòng kssv-403 không có nước.,nước,high
1549,Phòng 409 bị mất nguồn điện đột ngột vào ban đêm.,điện,normal
1550,"Lỗi bể chứa nước ngầm bị nứt, gây thất thoát nước nghiêm trọng.",nước,normal
1551,Điều hòa phòng KSSV-548 bị hỏng.,thiết bị,normal
1552,Báo cáo mùi hôi nồng nặc từ khu vực nhà rác lan vào hành lang.,vệ sinh,normal
1553,Phòng 310 cần thông tắc cống thoát nước ở ban công bị ứ đọng.,nước,normal
1554,Phòng KSSV-149 có rác chưa dọn.,vệ sinh,normal
1555,Phòng KSSV-271 có rác chưa dọn.,vệ sinh,normal
1556,Điện tại phòng KSSV-522 chập chờn khi bật điều hòa.,điện,high
1557,Wi-Fi phòng kssv-687 không kết nối được.,internet,normal
1558,Phòng 204 bị thất lạc bưu phẩm/hàng hóa ở phòng bảo vệ.,khác,normal
1559,Thùng rác khu sinh viên gần KSSV-466 đầy tràn.,vệ sinh,normal
1560,Không vào được mạng tại phòng KSSV-652.,internet,normal
1561,Wi-Fi phòng kssv-450 không kết nối được.,internet,normal
1562,"Nước có bọt trắng bất thường, nghi ngờ do hóa chất.",nước,normal
1563,"Ổ cắm chung ở sảnh bị hỏng, không thể sạc laptop khi học nhóm.",điện,normal
1564,Thùng rác khu sinh viên gần KSSV-170 đầy tràn.,vệ sinh,normal
1565,Phòng 203 bị nước thải từ tầng trên chảy xuống ban công.,nước,normal
1566,Vòi nước phòng KSSV-580 bị rò rỉ.,nước,high
1567,Mùi hôi từ khu vệ sinh gần phòng KSSV-195 rất khó chịu.,vệ sinh,normal
1568,Cần bổ sung rèm cửa cho phòng KSSV-498.,khác,normal
1569,Thùng rác khu sinh viên gần KSSV-659 đầy tràn.,vệ sinh,normal
1570,Quạt phòng kssv-197 không quay.,thiết bị,normal
1571,Xe đạp của sinh viên bị phá khóa và mất ở khu vực nhà xe.,khác,high
1572,Mùi hôi từ khu vệ sinh gần phòng KSSV-375 rất khó chịu.,vệ sinh,normal
1573,Mùi hôi từ nhà vệ sinh kssv-397 rất khó chịu.,vệ sinh,normal
1574,Ổ điện bàn học phòng KSSV-637 không hoạt động.,thiết bị,normal
1575,Điều hòa phòng KSSV-311 bị hỏng.,thiết bị,normal
1576,"Lỗi áp suất nước quá mạnh, gây vỡ vòi nước của phòng 610.",nước,normal
1577,Nước trong bồn rửa phòng KSSV-133 bị tắc.,nước,normal
1578,Phòng kssv-124 có rác chưa dọn.,vệ sinh,normal
1579,Nước chảy yếu ở nhà tắm gần phòng KSSV-258.,nước,normal
1580,Cống thoát nước phòng KSSV-523 bị nghẹt.,vệ sinh,normal
1581,Mùi hôi từ nhà vệ sinh kssv-129 rất khó chịu.,vệ sinh,normal
1582,Lỗi mạng KTX bị chặn truy cập vào ứng dụng học trực tuyến.,internet,high
1583,"Bồn cầu phòng 410 bị rạn nứt, có nguy cơ gây rò rỉ nước thải.",nước,high
1584,Báo cáo mất ví tiền ở khu vực phòng tự học.,khác,normal
1585,Có tiếng ồn lớn từ phòng KSSV-492 vào chiều nay.,khác,normal
1586,Tủ lạnh chung tầng 2 kssv bị rò điện.,thiết bị,high
1587,Mạng khu sinh viên rất yếu vào tối qua.,internet,normal
1588,Thùng rác khu sinh viên gần KSSV-563 đầy tràn.,vệ sinh,normal
1589,Vòi nước phòng KSSV-441 bị rò rỉ.,nước,high
1590,Cần bổ sung rèm cửa cho phòng kssv-131.,khác,normal
1591,"Mật khẩu WiFi KTX bị rò rỉ, có người lạ dùng mạng chung.",internet,normal
1592,Phòng kssv-458 có côn trùng bay vào thường xuyên.,khác,normal
1593,Điều hòa phòng KSSV-655 bị hỏng.,thiết bị,normal
1594,Mùi thức ăn từ khu bếp chung bay thẳng vào phòng 701.,vệ sinh,normal
1595,Wi-Fi phòng kssv-686 không kết nối được.,internet,normal
1596,Báo cáo chất lỏng màu đen rỉ ra từ máy giặt chung.,vệ sinh,high
1597,Phòng 403 bị báo lỗi kết nối mạng liên tục trên máy tính.,internet,normal
1598,Đề nghị lắp đặt thêm thùng rác phân loại ở mỗi tầng.,vệ sinh,normal
1599,Phòng KSSV-146 mất điện từ trưa nay.,điện,high
1600,Wi-Fi phòng kssv-503 không kết nối được.,internet,normal
1601,Internet khu vực KSSV-697 mất tín hiệu.,internet,normal
1602,Nước chảy yếu ở nhà tắm gần phòng KSSV-643.,nước,normal
1603,Nước trong bồn rửa phòng KSSV-699 bị tắc.,nước,normal
1604,Cần sửa chữa gấp bồn rửa mặt bị lung lay và rò rỉ nước dưới đáy.,nước,high
1605,Wi-Fi phòng kssv-202 không kết nối được.,internet,normal
1606,Không vào được mạng tại phòng KSSV-141.,internet,normal
1607,Phòng KSSV-541 mất điện từ từ tối qua.,điện,high
1608,Lỗi thảm ở sảnh KTX bị bẩn và có mùi hôi.,vệ sinh,normal
1609,Ổ cắm phòng kssv-638 phát ra tia lửa.,điện,high
1610,Cống thoát nước phòng KSSV-399 bị nghẹt.,vệ sinh,normal
1611,Internet khu vực KSSV-636 mất tín hiệu.,internet,normal
1612,Cần vệ sinh khu vực xung quanh bồn rửa mặt chung.,vệ sinh,normal
1613,Ổ điện bàn học kssv-150 không hoạt động.,thiết bị,normal
1614,Đề nghị kiểm tra cáp quang chính khu nhà B vì tốc độ rất chậm.,internet,normal
1615,Bảng điện hành lang gần KSSV-259 nhảy aptomat liên tục.,điện,high
