id,text,label,priority
3823,Báo cáo bị mất điện thoại ở phòng KSSV-210,khác,urgent
3824,Bình nóng lạnh phòng KSSV-511 có mùi khét nhẹ khi bật,điện,normal
3825,Bồn cầu phòng KSSV-712 bị tắc cần thông tắc gấp,nước,high
3826,Kệ sách phòng KSSV-213 bị nghiêng có nguy cơ đổ,thiết bị,normal
3827,Đèn hành lang gần phòng KSSV-914 bị nhấp nháy gây khó chịu,điện,normal
3828,Tường phòng KSSV-215 bị bám bụi bẩn lâu ngày cần vệ sinh sạch sẽ,vệ sinh,normal
3829,Công tắc quạt trần phòng KSSV-216 bị hỏng không bật tắt được,điện,normal
3830,Mạng LAN phòng KSSV-617 không thể truy cập internet báo lỗi,internet,high
3831,Giường tầng phòng KSSV-418 bị mất ốc vít cố định rất nguy hiểm,thiết bị,normal
3832,"Ổ cắm điện phòng KSSV-719 phát ra tiếng ""tách tách"" khi sử dụng",điện,normal
3833,Chuột chạy trong phòng KSSV-220 cần diệt chuột gấp có mùi hôi,vệ sinh,high
3834,Dây điện ngoài ban công phòng KSSV-421 bị đứt một phần rất nguy hiểm,điện,urgent
3835,Cống thoát nước ban công phòng KSSV-822 bị tắc nước không thoát,nước,normal
3836,Tủ đồ phòng KSSV-723 bị hỏng khóa không thể khóa được,thiết bị,normal
3837,Aptomat phòng KSSV-524 bị nhảy khi bật máy lạnh và ấm đun nước,điện,normal
3838,Nước mưa chảy ngược vào phòng KSSV-225 từ cửa sổ làm ướt đồ,nước,high
3839,Mạng LAN phòng KSSV-326 không nhận cáp mạng cần kiểm tra,internet,normal
3840,Báo cáo cãi vã lớn giữa hai phòng KSSV-627 và 628 làm mất trật tự,khác,high
3841,Ổ cắm điện phòng KSSV-229 phát ra tia lửa khi cắm sạc điện thoại,điện,urgent
3842,Phòng KSSV-430 bị kiến ba khoang xuất hiện cần xử lý ngay,vệ sinh,urgent
3843,Quạt trần phòng KSSV-731 phát ra tiếng kêu lớn và rung lắc mạnh,thiết bị,normal
3844,Công tắc bình nóng lạnh phòng KSSV-932 bị kẹt không bật được,điện,normal
3845,Bồn cầu phòng KSSV-133 bị tắc nước không xả được chất thải,nước,high
3846,Báo cáo mất chìa khóa phòng KSSV-834,khác,normal
3847,Đèn trần phòng KSSV-335 bị nổ bóng phòng tối om,điện,normal
3848,Cần kiểm tra lại chất lượng không khí trong phòng KSSV-136 có mùi ẩm mốc,vệ sinh,normal
3849,Báo cáo có người hút thuốc lá trong phòng KSSV-237 gây khó chịu,khác,high
3850,Giường tầng phòng KSSV-338 bị mất thang lên không thể lên xuống,thiết bị,normal
3851,Ổ cắm điện phòng KSSV-239 bị lỏng sạc không vào điện,điện,normal
3852,Mạng LAN phòng KSSV-840 không nhận tín hiệu mạng,internet,normal
3853,Bình nóng lạnh phòng KSSV-942 không bật được công tắc không có nước nóng,điện,normal
3854,Phòng KSSV-144 bị gián xuất hiện nhiều,vệ sinh,high
3855,Báo cáo có tiếng ồn lớn từ phòng KSSV-445 sau 10h tối,khác,high
3856,Bàn học phòng KSSV-746 bị vỡ góc bàn,thiết bị,normal
3857,Aptomat phòng KSSV-447 tự động nhảy khi bật máy lạnh,điện,normal
3858,Nước mưa chảy ngược vào phòng KSSV-548 từ ban công,nước,high
3859,Đề nghị bổ sung thêm gương soi trong phòng KSSV-849,khác,normal
3860,Cửa ra vào phòng KSSV-750 bị hỏng tay nắm không đóng mở dễ dàng,thiết bị,normal
3861,Bóng đèn trần phòng KSSV-951 bị cháy cần thay mới,điện,normal
3862,Tường phòng KSSV-152 bị thấm nước nhẹ sau cơn mưa,vệ sinh,normal
3863,Công tắc quạt trần phòng KSSV-953 bị hỏng không bật được,điện,normal
3864,Chuột chạy trong phòng KSSV-254 cần diệt chuột gấp,vệ sinh,high
3865,Mạng LAN phòng KSSV-455 không nhận cáp mạng cần kiểm tra,internet,high
3866,Thẻ từ phòng KSSV-556 bị hỏng chip không thể mở cửa,khác,urgent
3867,Tủ đồ cá nhân phòng KSSV-657 bị mất chìa khóa,thiết bị,normal
3868,Cần bổ sung thêm đèn bàn trong phòng KSSV-758,điện,normal
3869,Nước nóng phòng KSSV-859 bị mất áp lực nước chảy yếu,nước,high
3870,Tường phòng KSSV-960 bị bong tróc sơn gây mất thẩm mỹ,vệ sinh,high
3871,Kệ sách phòng KSSV-161 bị sập sách vở rơi xuống đất,thiết bị,normal
3872,Aptomat phòng KSSV-262 bị nhảy liên tục khi bật máy sưởi,điện,high
3873,Cống thoát nước phòng kssv-388 bị nghẹt.,vệ sinh,high
3874,Phòng 605 muốn kích hoạt lại tài khoản mạng đã hết hạn.,internet,normal
3875,Vòi nước phòng kssv-182 bị rò rỉ.,nước,high
3876,"Báo cáo tiếng ồn từ buổi liên hoan khu nhà C sau 23h, gây mất ngủ.",khác,high
3877,Phòng KSSV-141 mất điện từ trưa nay.,điện,high
3878,Không vào được mạng tại phòng KSSV-667.,internet,high
3879,Có tiếng ồn lớn từ phòng kssv-249 ban đêm.,khác,high
3880,Điện tại phòng KSSV-120 chập chờn khi bật điều hòa.,điện,high
3881,"Đề nghị thay thế dây điện cũ vì nó quá mỏng, không chịu được tải các thiết bị cơ bản.",điện,urgent
3882,Bảng điện hành lang gần KSSV-120 nhảy aptomat liên tục.,điện,urgent
3883,"Lỗi phao nước của bồn chứa chung bị hỏng, nước tràn liên tục.",nước,normal
3884,Đèn chiếu sáng khu vực nhà xe bị vỡ bóng.,thiết bị,normal
3885,"Ống nước tầng 3 bị vỡ, ảnh hưởng khu vực KSSV-441.",nước,urgent
3886,Phòng KSSV-346 mất điện từ sáng nay.,điện,high
3887,Cầu trượt ở khu vực vui chơi bị nứt và sắc cạnh.,thiết bị,normal
3888,Điện phòng kssv-318 chập chờn khi bật điều hòa.,điện,normal
3889,"Gạch lát ở sân KTX bị vỡ, tạo thành hố sâu nguy hiểm.",khác,normal
3890,Không vào được mạng tại phòng KSSV-470.,internet,normal
3891,Wi-Fi phòng KSSV-151 không kết nối được.,internet,normal
3892,Báo cáo tốc độ mạng ban ngày chậm hơn ban đêm (ngược với bình thường).,internet,normal
3893,Cống thoát nước phòng KSSV-328 bị nghẹt.,vệ sinh,normal
3894,Phòng kssv-216 không có nước.,nước,high
3895,Cần hỗ trợ y tế khẩn cấp cho sinh viên bị ngất xỉu trong phòng học chung.,khác,normal
3896,"Lỗi công tắc điều khiển đèn ngủ bị kẹt, đèn không tắt được.",thiết bị,normal
3897,Wi-Fi phòng kssv-205 không kết nối được.,internet,normal
3898,Phòng em bị phạt vì đổ dầu mỡ xuống bồn rửa chén chung.,vệ sinh,normal
3899,Cần bổ sung rèm cửa cho phòng kssv-107.,khác,normal
3900,Cần thay thế ổ khóa cửa phòng 402 bị kẹt chìa.,thiết bị,high
3901,Cần bổ sung rèm cửa cho phòng kssv-261.,khác,normal
3902,"Ống nước tầng 5 bị vỡ, ảnh hưởng khu vực KSSV-398.",nước,urgent
3903,Quạt phòng kssv-500 không quay.,thiết bị,normal
3904,Ổ điện bàn học phòng KSSV-363 không hoạt động.,thiết bị,normal
3905,Có người lạ đi lại gần phòng kssv-603 tối qua.,khác,normal
3906,Wi-Fi phòng KSSV-353 không kết nối được.,internet,normal
3907,Cần bổ sung rèm cửa cho phòng KSSV-412.,khác,normal
3908,"Phòng 103 bị phạt vì làm ồn, hát karaoke sau 22h.",khác,high
3909,Có tiếng ồn lớn từ phòng KSSV-291 vào sáng nay.,khác,normal
3910,Có tiếng ồn lớn từ phòng kssv-405 ban đêm.,khác,high
3911,Internet khu vực KSSV-446 mất tín hiệu.,internet,normal
3912,Mùi hôi từ nhà vệ sinh kssv-607 rất khó chịu.,vệ sinh,normal
3913,Lỗi tốc độ tải xuống bị giới hạn rất thấp vào buổi tối (dưới 1Mbps).,internet,normal
3914,Có tiếng ồn lớn từ phòng KSSV-260 vào từ sáng nay.,khác,normal
3915,Phòng KSSV-386 có rác chưa dọn.,vệ sinh,normal
3916,Cần bổ sung rèm cửa cho phòng kssv-212.,khác,normal
3917,"Router tầng 3 bị lỗi, phòng KSSV-631 không vào mạng.",internet,normal
3918,"Ống nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-360.",nước,urgent
3919,Bảng điện hành lang gần KSSV-431 nhảy aptomat liên tục.,điện,urgent
3920,Phòng KSSV-205 có rác chưa dọn.,vệ sinh,normal
3921,Internet khu vực KSSV-421 mất tín hiệu.,internet,normal
3922,Phòng kssv-307 có rác chưa dọn.,vệ sinh,normal
3923,Khu sinh viên khu vực phòng KSSV-282 mất điện toàn bộ.,điện,high
3924,"Báo cáo vòi nước chung khu nhà ăn bị tuột đầu vòi, phun nước không kiểm soát.",nước,high
3925,Thùng rác khu sinh viên gần KSSV-567 đầy tràn.,vệ sinh,normal
3926,Phòng kssv-505 bị mất đồ cá nhân.,khác,high
3927,Đèn trong phòng kssv-398 bị cháy.,điện,high
3928,Nước chảy yếu ở nhà tắm kssv-493.,nước,normal
3929,Nước chảy yếu ở nhà tắm gần phòng KSSV-467.,nước,normal
3930,Phòng kssv-177 không có nước.,nước,high
3931,Lỗi cổng ra vào KTX bị hỏng cảm biến tự động.,thiết bị,urgent
3932,Điện tại phòng KSSV-586 chập chờn khi bật điều hòa.,điện,high
3933,Phòng KSSV-513 có côn trùng bay vào thường xuyên.,khác,normal
3934,Ổ điện bàn học phòng KSSV-159 không hoạt động.,thiết bị,normal
3935,Phòng kssv-300 mất điện từ tối qua.,điện,high
3936,Báo cáo mất trộm quần áo phơi ở khu vực ban công.,khác,normal
3937,Tủ lạnh chung tầng 3 kssv bị rò điện.,thiết bị,high
3938,Internet khu vực KSSV-410 mất tín hiệu.,internet,normal
3939,"Báo cáo cây cối um tùm sau nhà, là nơi trú ngụ của rắn và côn trùng.",vệ sinh,normal
3940,Sinh viên bị té ngã ở cầu thang do sàn trơn trượt (không có biển báo).,khác,normal
3941,Quạt phòng KSSV-510 không quay.,thiết bị,normal
3942,Ổ cắm phòng kssv-488 phát ra tia lửa.,điện,high
3943,Đề nghị sửa chữa bánh xe của ghế học sinh bị hỏng.,thiết bị,normal
3944,Đèn học phòng KSSV-502 bị hỏng.,thiết bị,normal
3945,Nước chảy yếu ở nhà tắm kssv-261.,nước,normal
3946,Bảng điện hành lang gần KSSV-439 nhảy aptomat liên tục.,điện,urgent
3947,Ổ cắm phòng KSSV-303 phát ra tia lửa.,điện,urgent
3948,Phòng kssv-442 không có nước.,nước,high
3949,Wi-Fi phòng kssv-168 không kết nối được.,internet,normal
3950,Cống thoát nước phòng KSSV-659 bị nghẹt.,vệ sinh,high
3951,Phòng KSSV-468 bị mất đồ cá nhân.,khác,high
3952,Phòng 605 bị thấm nước qua trần từ phòng tắm tầng trên.,nước,high
3953,Điện tại phòng KSSV-545 chập chờn khi bật điều hòa.,điện,urgent
3954,Nước chảy yếu ở nhà tắm kssv-254.,nước,normal
3955,Ổ cắm phòng kssv-235 phát ra tia lửa.,điện,high
3956,Ổ điện bàn học kssv-287 không hoạt động.,thiết bị,normal
3957,Không vào được mạng ở phòng kssv-535.,internet,normal
3958,Ổ điện bàn học kssv-229 không hoạt động.,thiết bị,normal
3959,Phòng kssv-164 không có nước.,nước,high
3960,Cần bổ sung rèm cửa cho phòng KSSV-149.,khác,normal
3961,Lỗi máy bán hàng tự động không trả lại tiền thừa.,thiết bị,normal
3962,Khu sinh viên khu vực phòng KSSV-204 mất điện toàn bộ.,điện,high
3963,Phòng 702 bị giảm băng thông xuống mức rất thấp sau khi tải một file lớn.,internet,normal
3964,Phòng KSSV-481 bị mất đồ cá nhân.,khác,high
3965,Cống thoát nước phòng KSSV-448 bị nghẹt.,vệ sinh,normal
3966,Vòi nước phòng KSSV-575 bị rò rỉ.,nước,high
3967,Bảng điện hành lang gần KSSV-169 nhảy aptomat liên tục.,điện,urgent
3968,"Lỗi hộp thư chung bị hỏng, thư từ bị ẩm ướt.",khác,normal
3969,Lỗi công tắc điều khiển quạt thông gió nhà vệ sinh chung bị hỏng.,thiết bị,normal
3970,Đèn học phòng kssv-688 bị hỏng.,thiết bị,normal
3971,Báo cáo kết nối mạng bị gián đoạn mỗi khi có người gọi điện thoại.,internet,normal
3972,"Ống nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-552.",nước,urgent
3973,Báo cáo camera an ninh khu vực nhà xe bị hỏng ống kính.,thiết bị,normal
3974,Ổ cắm phòng kssv-148 phát ra tia lửa.,điện,high
3975,Có người lạ đi lại gần phòng kssv-120 tối qua.,khác,normal
3976,Phòng KSSV-152 không có nước từ từ sáng nay.,nước,high
3977,Nước trong bồn rửa phòng KSSV-133 bị tắc.,nước,high
3978,"Cần tăng cường tần suất dọn dẹp khu vực bếp chung, rất nhiều đồ ăn thừa.",vệ sinh,normal
3979,Có người lạ đi lại gần khu phòng KSSV-304 vào trưa nay.,khác,normal
3980,Mạng kssv rất yếu buổi tối.,internet,normal
3981,Điện phòng kssv-677 chập chờn khi bật điều hòa.,điện,high
3982,"Router tầng 3 bị lỗi, phòng KSSV-428 không vào mạng.",internet,normal
3983,Internet khu vực KSSV-550 mất tín hiệu.,internet,normal
3984,Phòng kssv-190 bị mất đồ cá nhân.,khác,high
3985,Nước chảy yếu ở nhà tắm gần phòng KSSV-229.,nước,normal
3986,Phòng KSSV-505 có rác chưa dọn.,vệ sinh,normal
3987,Internet khu vực KSSV-685 mất tín hiệu.,internet,normal
3988,Cầu trượt ở khu vực vui chơi bị hỏng bậc thang.,thiết bị,normal
3989,Phòng em muốn kiểm tra xem có ai dùng mạng của phòng không.,internet,normal
3990,Thùng rác khu kssv đầy tràn.,vệ sinh,normal
3991,"Router tầng 3 bị lỗi, phòng KSSV-167 không vào mạng.",internet,normal
3992,Cần tăng cường tuần tra bảo vệ khu vực cổng KTX.,khác,normal
3993,Phòng kssv-498 có rác chưa dọn.,vệ sinh,normal
3994,Phòng 301 bị thông báo lỗi vượt quá giới hạn lưu lượng.,internet,normal
3995,Khu sinh viên khu vực phòng KSSV-183 mất điện toàn bộ.,điện,high
3996,Mùi hôi từ nhà vệ sinh kssv-435 rất khó chịu.,vệ sinh,normal
3997,Cần bổ sung rèm cửa cho phòng kssv-416.,khác,normal
3998,Phòng 102 bị điện giật nhẹ khi chạm vào vỏ máy tính bàn.,điện,high
3999,Cần bổ sung rèm cửa cho phòng KSSV-506.,khác,normal
4000,"Ống nước tầng 3 bị vỡ, ảnh hưởng khu vực KSSV-564.",nước,urgent
4001,"Đèn hành lang khu B nhấp nháy liên tục, gây khó chịu.",điện,normal
4002,Đèn học phòng KSSV-604 bị hỏng.,thiết bị,normal
4003,Phòng 705 bị kiểm tra và phạt vì vệ sinh phòng kém.,vệ sinh,normal
4004,Có người lạ đi lại gần phòng kssv-307 tối qua.,khác,normal
4005,Phòng kssv-464 có rác chưa dọn.,vệ sinh,normal
4006,"Ống nước tầng 2 bị vỡ, ảnh hưởng khu vực KSSV-279.",nước,urgent
4007,Phòng kssv-433 không có nước.,nước,high
4008,Có tiếng ồn lớn từ phòng kssv-137 ban đêm.,khác,normal
4009,Wi-Fi phòng KSSV-561 không kết nối được.,internet,normal
4010,Nước trong bồn rửa phòng kssv-579 bị tắc.,nước,normal
4011,Điều hòa phòng kssv-229 bị hỏng.,thiết bị,normal
4012,Đèn học phòng KSSV-352 bị hỏng.,thiết bị,normal
4013,Wi-Fi phòng kssv-134 không kết nối được.,internet,normal
4014,Phòng KSSV-569 mất điện từ sáng nay.,điện,high
4015,Phòng kssv-666 bị mất đồ cá nhân.,khác,high
4016,Mùi hôi từ khu vệ sinh gần phòng KSSV-178 rất khó chịu.,vệ sinh,normal
4017,Khu sinh viên khu vực phòng KSSV-271 mất điện toàn bộ.,điện,high
4018,Ổ cắm phòng KSSV-529 phát ra tia lửa.,điện,urgent
4019,Đèn sạc dự phòng bị nóng bất thường khi cắm vào ổ KTX.,điện,normal
4020,Khu sinh viên khu vực phòng KSSV-421 mất điện toàn bộ.,điện,high
4021,"Router tầng 6 bị lỗi, phòng KSSV-261 không vào mạng.",internet,normal
4022,Nhà vệ sinh tầng 2 có mùi hôi.,vệ sinh,normal
4023,Điện phòng kssv-488 chập chờn khi bật điều hòa.,điện,high
4024,Wi-Fi phòng kssv-486 không kết nối được.,internet,normal
4025,Mùi hôi từ khu vệ sinh gần phòng KSSV-691 rất khó chịu.,vệ sinh,normal
4026,Nước chảy yếu ở nhà tắm gần phòng KSSV-672.,nước,normal
4027,Bảng điện hành lang gần KSSV-258 nhảy aptomat liên tục.,điện,urgent
4028,Lỗi kết nối bị từ chối do trùng MAC Address.,internet,normal
4029,Báo cáo tiếng kêu cứu từ phòng 603 vào lúc nửa đêm.,khác,normal
4030,Lỗi phòng giặt chung bị mất nước khi đang giặt.,khác,normal
4031,KTX cần kiểm tra hệ thống tiếp địa vì máy tính phòng em bị giật nhẹ.,điện,high
4032,Phòng kssv-644 mất điện từ tối qua.,điện,high
4033,Ổ cắm điện ở phòng 501 bị chập mạch khi cắm máy pha cà phê.,điện,high
4034,Cổng mạng LAN bị hỏng do tự ý tháo lắp.,internet,normal
4035,Báo cáo mùi hôi thối nồng nặc bốc lên từ cống thoát nước nhà vệ sinh chung tầng 3.,vệ sinh,normal
4036,Mùi hôi từ khu vệ sinh gần phòng KSSV-623 rất khó chịu.,vệ sinh,normal
4037,Quạt phòng KSSV-310 không quay.,thiết bị,normal
4038,Cần bổ sung rèm cửa cho phòng KSSV-664.,khác,normal
4039,Điện tại phòng KSSV-479 chập chờn khi bật điều hòa.,điện,normal
4040,"Lỗi thẻ điện không nạp được tiền, báo lỗi hệ thống.",điện,normal
4041,Phòng 604 báo cáo mùi thuốc lá bay vào từ hành lang.,vệ sinh,normal
4042,Phòng kssv-467 mất điện từ tối qua.,điện,high
4043,Cần bổ sung rèm cửa cho phòng kssv-167.,khác,normal
4044,Nước chảy yếu ở nhà tắm gần phòng KSSV-490.,nước,normal
4045,Điều hòa phòng KSSV-498 bị hỏng.,thiết bị,normal
4046,Quạt phòng KSSV-687 không quay.,thiết bị,normal
4047,Phòng KSSV-362 có rác chưa dọn.,vệ sinh,normal
4048,Cần vệ sinh khu vực xung quanh thùng rác chung.,vệ sinh,normal
4049,Cần bổ sung rèm cửa cho phòng kssv-631.,khác,normal
4050,Phòng kssv-275 không có nước.,nước,high
4051,"Máy bơm nước phụ của tầng 7 bị hỏng công tắc nguồn, không thể khởi động.",điện,normal
4052,Đề nghị KTX kiểm tra cường độ tín hiệu WiFi ở phòng 212.,internet,normal
4053,"Cửa sổ phòng 303 bị hỏng chốt, gió lùa vào phòng.",thiết bị,normal
4054,Ổ cắm phòng KSSV-139 phát ra tia lửa.,điện,urgent
4055,Mùi hôi từ nhà vệ sinh kssv-605 rất khó chịu.,vệ sinh,normal
4056,Điện tại phòng KSSV-370 chập chờn khi bật điều hòa.,điện,high
4057,Đèn học phòng KSSV-515 bị hỏng.,thiết bị,normal
4058,Phòng 207 bị bảo vệ kiểm tra vệ sinh đột xuất.,vệ sinh,normal
4059,Bóng đèn trần phòng 412 bị rơi khỏi máng.,điện,normal
4060,Bảng điện hành lang gần KSSV-303 nhảy aptomat liên tục.,điện,urgent
4061,Điều hòa phòng KSSV-527 bị hỏng.,thiết bị,normal
4062,"Router tầng 4 bị lỗi, phòng KSSV-672 không vào mạng.",internet,normal
4063,Ổ điện bàn học kssv-432 không hoạt động.,thiết bị,normal
4064,Cần thay thế đèn chiếu sáng khu vực cầu thang thoát hiểm bị hỏng.,điện,normal
4065,Phòng KSSV-354 có côn trùng bay vào thường xuyên.,khác,normal
4066,Đèn trong phòng kssv-538 bị cháy.,điện,normal
4067,Điện phòng kssv-349 chập chờn khi bật điều hòa.,điện,high
4068,Phòng kssv-178 có rác chưa dọn.,vệ sinh,normal
4069,Phòng KSSV-502 có rác chưa dọn.,vệ sinh,normal
4070,"Ống nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-227.",nước,urgent
4071,Báo cáo máy phát điện dự phòng không hoạt động khi mất điện.,điện,high
4072,Nước trong bồn rửa phòng KSSV-690 bị tắc.,nước,normal
4073,Cống thoát nước phòng KSSV-279 bị nghẹt.,vệ sinh,normal
4074,Điều hòa phòng KSSV-633 bị hỏng.,thiết bị,normal
4075,Nước chảy yếu ở nhà tắm gần phòng KSSV-670.,nước,normal
4076,Nước trong bồn rửa phòng KSSV-564 bị tắc.,nước,normal
4077,Ổ điện bàn học phòng KSSV-146 không hoạt động.,thiết bị,normal
4078,"Router tầng 5 bị lỗi, phòng KSSV-587 không vào mạng.",internet,normal
4079,Nước trong bồn rửa phòng KSSV-206 bị tắc.,nước,normal
4080,Báo cáo dây cáp mạng bị hỏng do chuột cắn trong phòng 203.,internet,normal
4081,Phòng kssv-147 mất điện từ tối qua.,điện,high
4082,Phòng KSSV-394 không có nước từ sáng nay.,nước,high
4083,Phòng KSSV-366 có rác chưa dọn.,vệ sinh,normal
4084,Vòi nước phòng kssv-308 bị rò rỉ.,nước,high
4085,Phòng KSSV-490 không có nước từ từ hôm qua.,nước,high
4086,"Phòng em mất điện hoàn toàn sau khi bật máy sấy tóc (đã kiểm tra thẻ, vẫn còn tiền).",điện,high
4087,Internet khu vực KSSV-232 mất tín hiệu.,internet,normal
4088,Phòng KSSV-218 có côn trùng bay vào thường xuyên.,khác,normal
4089,Phòng KSSV-530 mất điện từ sáng nay.,điện,high
4090,Quạt phòng KSSV-193 không quay.,thiết bị,normal
4091,Lỗi mạng KTX bị chặn truy cập vào ứng dụng học trực tuyến.,internet,high
4092,Điện tại phòng KSSV-482 chập chờn khi bật điều hòa.,điện,high
4093,Điều hòa phòng kssv-147 bị hỏng.,thiết bị,normal
4094,Tủ lạnh chung tầng 4 kssv bị rò điện.,thiết bị,high
4095,Wi-Fi phòng kssv-403 không kết nối được.,internet,normal
4096,Cần sửa chữa cổng mạng bị biến dạng do sinh viên tự ý rút dây.,internet,normal
4097,Phòng 109 bị phạt vì đổ nước thải ra hành lang.,vệ sinh,normal
4098,Phòng KSSV-538 mất điện từ từ sáng nay.,điện,high
4099,Lỗi mạng KTX không tương thích với hệ điều hành macOS mới nhất.,internet,normal
4100,Cần bổ sung rèm cửa cho phòng KSSV-543.,khác,normal
4101,Có tiếng ồn lớn từ phòng KSSV-202 vào tối qua.,khác,normal
4102,Phòng KSSV-546 không có nước từ từ tối qua.,nước,high
4103,Ổ điện bàn học phòng KSSV-337 không hoạt động.,thiết bị,normal
4104,Nhà vệ sinh tầng 2 kssv có mùi hôi.,vệ sinh,normal
4105,Có người lạ đi lại gần khu phòng KSSV-636 vào tối qua.,khác,normal
4106,Vòi nước phòng kssv-203 bị rò rỉ.,nước,high
4107,Ổ điện bàn học phòng KSSV-439 không hoạt động.,thiết bị,normal
4108,Cần bổ sung rèm cửa cho phòng KSSV-635.,khác,normal
4109,Phòng 404 bị phạt vì giấu rác trong tủ đồ cá nhân.,vệ sinh,normal
4110,Nước trong bồn rửa phòng KSSV-435 bị tắc.,nước,normal
4111,Ổ cắm phòng kssv-369 phát ra tia lửa.,điện,urgent
4112,Wi-Fi phòng kssv-469 không kết nối được.,internet,normal
4113,Cần bổ sung rèm cửa cho phòng kssv-195.,khác,normal
4114,Phòng KSSV-292 bị mất đồ cá nhân.,khác,high
4115,Không vào được mạng tại phòng KSSV-568.,internet,normal
4116,Quạt phòng kssv-680 không quay.,thiết bị,normal
4117,"Ống nước tầng 6 bị vỡ, ảnh hưởng khu vực KSSV-525.",nước,urgent
4118,Mái hiên khu nhà B bị gió lớn làm rơi xuống.,khác,normal
4119,"Ống nước tầng 4 bị vỡ, ảnh hưởng khu vực KSSV-594.",nước,urgent
4120,Vòi nước phòng KSSV-550 bị rò rỉ.,nước,high
4121,"Cần kiểm tra dây cáp mạng bị hở vỏ, có nguy cơ gây điện giật.",internet,normal
4122,Báo cáo bồn cầu ở nhà vệ sinh chung tầng 6 bị nứt và rỉ nước thải.,thiết bị,high
4123,Wi-Fi phòng kssv-431 không kết nối được.,internet,normal
4124,Phòng kssv-516 mất điện từ tối qua.,điện,high
4125,Quạt phòng kssv-197 không quay.,thiết bị,normal
4126,"Ống nước tầng 5 bị vỡ, ảnh hưởng khu vực KSSV-182.",nước,urgent
4127,Đèn trong phòng kssv-522 bị cháy.,điện,normal
4128,Ổ điện bàn học kssv-239 không hoạt động.,thiết bị,normal
4129,Đèn trong phòng kssv-293 bị cháy.,điện,normal
4130,Phòng kssv-578 không có nước.,nước,high
4131,Điều hòa phòng KSSV-409 bị hỏng.,thiết bị,normal
4132,Đèn trong phòng kssv-560 bị cháy.,điện,normal
4133,Không vào được mạng tại phòng KSSV-380.,internet,normal
4134,"Khóa cửa phòng 602 bị hỏng lưỡi gà, không thể khóa được.",thiết bị,high
4135,Có người lạ đi lại gần phòng kssv-293 tối qua.,khác,normal
4136,Đèn học phòng kssv-359 bị hỏng.,thiết bị,normal
4137,Không vào được mạng tại phòng KSSV-551.,internet,normal
4138,"Ống nước tầng 5 bị vỡ, ảnh hưởng khu vực KSSV-430.",nước,urgent
4139,Phòng 104 báo cáo thẻ từ ra vào bị mất từ tính.,thiết bị,normal
4140,Ổ điện bàn học kssv-677 không hoạt động.,thiết bị,normal
4141,Không vào được mạng ở phòng kssv-658.,internet,normal
4142,"Chất thải rắn bị vứt vào toilet, gây tắc nghẽn.",vệ sinh,normal
4143,Phòng KSSV-363 không có nước từ chiều nay.,nước,high
4144,"Router tầng 6 bị lỗi, phòng KSSV-625 không vào mạng.",internet,normal
4145,Không vào được mạng ở phòng kssv-114.,internet,normal
4146,Mạng khu sinh viên rất yếu vào chiều nay.,internet,normal
4147,Điện phòng kssv-557 chập chờn khi bật điều hòa.,điện,high
4148,Ổ cắm phòng KSSV-578 phát ra tia lửa.,điện,urgent
4149,"Van khóa nước tổng khu D bị khóa, không có nước sử dụng.",nước,normal
4150,Phòng 503 bị nấm mốc trắng mọc trên tường gần cửa sổ.,vệ sinh,normal
4151,Ống nước tầng 4 kssv bị vỡ.,nước,urgent
4152,Đề nghị KTX tăng cường bảo mật mạng để tránh virus và mã độc.,internet,normal
4153,Ổ cắm phòng KSSV-180 phát ra tia lửa.,điện,high
4154,Quạt phòng kssv-226 không quay.,thiết bị,normal
4155,Mạng khu sinh viên rất yếu vào trưa nay.,internet,normal
4156,Mùi hôi từ nhà vệ sinh kssv-400 rất khó chịu.,vệ sinh,normal
4157,"Router tầng 6 bị lỗi, phòng KSSV-439 không vào mạng.",internet,normal
4158,Phòng 408 bị nước chảy từ đường ống của điều hòa.,thiết bị,normal
4159,Cống thoát nước phòng KSSV-199 bị nghẹt.,vệ sinh,normal
4160,Báo cáo camera an ninh khu vực cầu thang bộ bị hỏng.,thiết bị,normal
4161,Đèn trong phòng kssv-534 bị cháy.,điện,normal
4162,Nước chảy yếu ở nhà tắm kssv-455.,nước,normal
4163,"Cửa tủ đồ cá nhân phòng 412 bị bung bản lề, không đóng được.",thiết bị,normal
4164,Cống thoát nước phòng kssv-339 bị nghẹt.,vệ sinh,normal
4165,Wi-Fi phòng KSSV-148 không kết nối được.,internet,normal
4166,Mùi hôi từ nhà vệ sinh kssv-688 rất khó chịu.,vệ sinh,normal
4167,Mùi hôi từ nhà vệ sinh kssv-236 rất khó chịu.,vệ sinh,normal
4168,Khu sinh viên khu vực phòng KSSV-309 mất điện toàn bộ.,điện,high
4169,Nước chảy yếu ở nhà tắm gần phòng KSSV-492.,nước,normal
4170,Báo cáo bồn rửa tay bị ố vàng và có cặn bẩn bám vào.,vệ sinh,normal
4171,Điều hòa phòng KSSV-215 bị hỏng.,thiết bị,normal
4172,Bảng điện hành lang gần KSSV-646 nhảy aptomat liên tục.,điện,urgent
4173,Phòng kssv-125 mất điện từ tối qua.,điện,high
